system_id,molecule,name,metal,facet,group,ref_INT,ref_dint,gallery_cif,dft_Eads_eV,dft_dMX_ang,dft_MX_pair,dft_dint_ang,notes
CH3O_Cu111_fcc,CH3O,methoxy,Cu,111,existing,C-O,1.42,,,,,,
CH3OH_Cu111_top,CH3OH,methanol,Cu,111,existing,C-O,1.43,,,,,,
CO_Cu111_atop,CO,CO,Cu,111,existing,C-O,1.15,,,,,,
CO2_Cu111_top,CO2,CO2,Cu,111,existing,C-O,1.16,,,,,,
HCOOH_Cu111_top,HCOOH,formic_acid,Cu,111,existing,,,,,,,,
C2H2_Pd111_bri,C2H2,acetylene,Pd,111,existing,C-C,1.32,,,,,,
CO_Pd111_fcc,CO,CO,Pd,111,existing,C-O,1.17,,,,,,
C2H4_Pt111_bri,C2H4,ethylene,Pt,111,existing,C-C,1.49,,,,,,
C2H6_Pt111_top,C2H6,ethane,Pt,111,existing,C-C,1.53,,,,,,
CH3_Pt111_top,CH3,methyl,Pt,111,existing,C-H,1.09,,,,,,
C2H5OH_Pt111_top,CH3CH2OH,ethanol,Pt,111,existing,C-O,1.43,,,,,,
CH3CHO_Pt111_top,CH3CHO,acetaldehyde,Pt,111,existing,C-O,1.22,,,,,,
CH3COOH_Pt111_top,CH3COOH,acetic_acid,Pt,111,existing,C-C,1.5,,,,,,
DME_Pt111_top,CH3OCH3,DME,Pt,111,existing,C-O,1.41,,,,,,
CH4_Pt111_top,CH4,methane,Pt,111,existing,C-H,1.09,,,,,,
CO_Pt111_atop,CO,CO,Pt,111,existing,C-O,1.15,,,,,,
CO_Pt111_fcc,CO,CO,Pt,111,existing,C-O,1.16,,,,,,
H_Pt111_fcc,H,atomicH,Pt,111,existing,,,,,,,,
H2CO_Pt111_top,H2CO,formaldehyde,Pt,111,existing,C-O,1.21,,,,,,
H2O_Pt111_top,H2O,water,Pt,111,existing,,,,,,,,
H2S_Pt111_top,H2S,H2S,Pt,111,existing,S-H,1.34,,,,,,
HCN_Pt111_top,HCN,HCN,Pt,111,existing,C-N,1.16,,,,,,
N2_Pt111_top,N2,N2,Pt,111,existing,N-N,1.1,,,,,,
NH3_Pt111_top,NH3,ammonia,Pt,111,existing,,,,,,,,
NO_Pt111_fcc,NO,NO,Pt,111,existing,N-O,1.18,,,,,,
O_Pt111_fcc,O,atomicO,Pt,111,existing,,,,,,,,
OH_Pt111_top,OH,hydroxyl,Pt,111,existing,O-H,0.97,,,,,,
SO2_Pt111_top,SO2,SO2,Pt,111,existing,S-O,1.44,,,,,,
C2H2_Ag100,C2H2,acetylene,Ag,100,new,C-C,1.32,,,,,,
C2H4_Ag100,C2H4,ethylene,Ag,100,new,C-C,1.49,Ag100_ethylene.cif,,,,,
C2H6_Ag100,C2H6,ethane,Ag,100,new,C-C,1.53,Ag100_ethane.cif,,,,,
CH3_Ag100,CH3,methyl,Ag,100,new,C-H,1.09,Ag100_CH3.cif,,,,,
CH3CH2OH_Ag100,CH3CH2OH,ethanol,Ag,100,new,C-O,1.43,Ag100_ethanol.cif,,,,,
CH3CHO_Ag100,CH3CHO,acetaldehyde,Ag,100,new,C-O,1.22,Ag100_acetaldehyde.cif,,,,,
CH3COOH_Ag100,CH3COOH,acetic_acid,Ag,100,new,C-C,1.5,Ag100_acetic_acid.cif,,,,,
CH3O_Ag100,CH3O,methoxy,Ag,100,new,C-O,1.42,,,,,,
CH3OCH3_Ag100,CH3OCH3,DME,Ag,100,new,C-O,1.41,Ag100_DME.cif,,,,,
CH3OH_Ag100,CH3OH,methanol,Ag,100,new,C-O,1.43,Ag100_methanol.cif,,,,,
CH4_Ag100,CH4,methane,Ag,100,new,C-H,1.09,Ag100_CH4.cif,,,,,
CO_Ag100,CO,CO,Ag,100,new,C-O,1.15,Ag100_CO.cif,,,,,
CO2_Ag100,CO2,CO2,Ag,100,new,C-O,1.16,Ag100_CO2.cif,,,,,
H_Ag100,H,atomicH,Ag,100,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Ag100,H2CO,formaldehyde,Ag,100,new,C-O,1.21,Ag100_formaldehyde.cif,,,,,
H2O_Ag100,H2O,water,Ag,100,new,,,Ag100_H2O.cif,,,,,
H2S_Ag100,H2S,H2S,Ag,100,new,S-H,1.34,Ag100_H2S.cif,,,,,
HCN_Ag100,HCN,HCN,Ag,100,new,C-N,1.16,,,,,,
HCOOH_Ag100,HCOOH,formic_acid,Ag,100,new,,,Ag100_formic_acid.cif,,,,,
N2_Ag100,N2,N2,Ag,100,new,N-N,1.1,Ag100_N2.cif,,,,,
NH3_Ag100,NH3,ammonia,Ag,100,new,,,Ag100_NH3.cif,,,,,
NO_Ag100,NO,NO,Ag,100,new,N-O,1.18,Ag100_NO.cif,,,,,
O_Ag100,O,atomicO,Ag,100,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Ag100,OH,hydroxyl,Ag,100,new,O-H,0.97,,,,,,
SO2_Ag100,SO2,SO2,Ag,100,new,S-O,1.44,Ag100_SO2.cif,,,,,
C2H2_Ag110,C2H2,acetylene,Ag,110,new,C-C,1.32,,,,,,
C2H4_Ag110,C2H4,ethylene,Ag,110,new,C-C,1.49,Ag110_ethylene.cif,,,,,
C2H6_Ag110,C2H6,ethane,Ag,110,new,C-C,1.53,Ag110_ethane.cif,,,,,
CH3_Ag110,CH3,methyl,Ag,110,new,C-H,1.09,Ag110_CH3.cif,,,,,
CH3CH2OH_Ag110,CH3CH2OH,ethanol,Ag,110,new,C-O,1.43,Ag110_ethanol.cif,,,,,
CH3CHO_Ag110,CH3CHO,acetaldehyde,Ag,110,new,C-O,1.22,Ag110_acetaldehyde.cif,,,,,
CH3COOH_Ag110,CH3COOH,acetic_acid,Ag,110,new,C-C,1.5,Ag110_acetic_acid.cif,,,,,
CH3O_Ag110,CH3O,methoxy,Ag,110,new,C-O,1.42,,,,,,
CH3OCH3_Ag110,CH3OCH3,DME,Ag,110,new,C-O,1.41,Ag110_DME.cif,,,,,
CH3OH_Ag110,CH3OH,methanol,Ag,110,new,C-O,1.43,Ag110_methanol.cif,,,,,
CH4_Ag110,CH4,methane,Ag,110,new,C-H,1.09,Ag110_CH4.cif,,,,,
CO_Ag110,CO,CO,Ag,110,new,C-O,1.15,Ag110_CO.cif,,,,,
CO2_Ag110,CO2,CO2,Ag,110,new,C-O,1.16,Ag110_CO2.cif,,,,,
H_Ag110,H,atomicH,Ag,110,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Ag110,H2CO,formaldehyde,Ag,110,new,C-O,1.21,Ag110_formaldehyde.cif,,,,,
H2O_Ag110,H2O,water,Ag,110,new,,,Ag110_H2O.cif,,,,,
H2S_Ag110,H2S,H2S,Ag,110,new,S-H,1.34,Ag110_H2S.cif,,,,,
HCN_Ag110,HCN,HCN,Ag,110,new,C-N,1.16,,,,,,
HCOOH_Ag110,HCOOH,formic_acid,Ag,110,new,,,Ag110_formic_acid.cif,,,,,
N2_Ag110,N2,N2,Ag,110,new,N-N,1.1,Ag110_N2.cif,,,,,
NH3_Ag110,NH3,ammonia,Ag,110,new,,,Ag110_NH3.cif,,,,,
NO_Ag110,NO,NO,Ag,110,new,N-O,1.18,Ag110_NO.cif,,,,,
O_Ag110,O,atomicO,Ag,110,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Ag110,OH,hydroxyl,Ag,110,new,O-H,0.97,,,,,,
SO2_Ag110,SO2,SO2,Ag,110,new,S-O,1.44,Ag110_SO2.cif,,,,,
C2H2_Ag111,C2H2,acetylene,Ag,111,new,C-C,1.32,,,,,,
C2H4_Ag111,C2H4,ethylene,Ag,111,new,C-C,1.49,Ag111_ethylene.cif,,,,,
C2H6_Ag111,C2H6,ethane,Ag,111,new,C-C,1.53,Ag111_ethane.cif,,,,,
CH3_Ag111,CH3,methyl,Ag,111,new,C-H,1.09,Ag111_CH3.cif,,,,,
CH3CH2OH_Ag111,CH3CH2OH,ethanol,Ag,111,new,C-O,1.43,Ag111_ethanol.cif,,,,,
CH3CHO_Ag111,CH3CHO,acetaldehyde,Ag,111,new,C-O,1.22,Ag111_acetaldehyde.cif,,,,,
CH3COOH_Ag111,CH3COOH,acetic_acid,Ag,111,new,C-C,1.5,Ag111_acetic_acid.cif,,,,,
CH3O_Ag111,CH3O,methoxy,Ag,111,new,C-O,1.42,,,,,,
CH3OCH3_Ag111,CH3OCH3,DME,Ag,111,new,C-O,1.41,Ag111_DME.cif,,,,,
CH3OH_Ag111,CH3OH,methanol,Ag,111,new,C-O,1.43,Ag111_methanol.cif,,,,,
CH4_Ag111,CH4,methane,Ag,111,new,C-H,1.09,Ag111_CH4.cif,,,,,
CO_Ag111,CO,CO,Ag,111,new,C-O,1.15,Ag111_CO.cif,,,,,
CO2_Ag111,CO2,CO2,Ag,111,new,C-O,1.16,Ag111_CO2.cif,,,,,
H_Ag111,H,atomicH,Ag,111,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Ag111,H2CO,formaldehyde,Ag,111,new,C-O,1.21,Ag111_formaldehyde.cif,,,,,
H2O_Ag111,H2O,water,Ag,111,new,,,Ag111_H2O.cif,,,,,
H2S_Ag111,H2S,H2S,Ag,111,new,S-H,1.34,Ag111_H2S.cif,,,,,
HCN_Ag111,HCN,HCN,Ag,111,new,C-N,1.16,,,,,,
HCOOH_Ag111,HCOOH,formic_acid,Ag,111,new,,,Ag111_formic_acid.cif,,,,,
N2_Ag111,N2,N2,Ag,111,new,N-N,1.1,Ag111_N2.cif,,,,,
NH3_Ag111,NH3,ammonia,Ag,111,new,,,Ag111_NH3.cif,,,,,
NO_Ag111,NO,NO,Ag,111,new,N-O,1.18,Ag111_NO.cif,,,,,
O_Ag111,O,atomicO,Ag,111,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Ag111,OH,hydroxyl,Ag,111,new,O-H,0.97,,,,,,
SO2_Ag111,SO2,SO2,Ag,111,new,S-O,1.44,Ag111_SO2.cif,,,,,
C2H2_Au100,C2H2,acetylene,Au,100,new,C-C,1.32,,,,,,
C2H4_Au100,C2H4,ethylene,Au,100,new,C-C,1.49,Au100_ethylene.cif,,,,,
C2H6_Au100,C2H6,ethane,Au,100,new,C-C,1.53,Au100_ethane.cif,,,,,
CH3_Au100,CH3,methyl,Au,100,new,C-H,1.09,Au100_CH3.cif,,,,,
CH3CH2OH_Au100,CH3CH2OH,ethanol,Au,100,new,C-O,1.43,Au100_ethanol.cif,,,,,
CH3CHO_Au100,CH3CHO,acetaldehyde,Au,100,new,C-O,1.22,Au100_acetaldehyde.cif,,,,,
CH3COOH_Au100,CH3COOH,acetic_acid,Au,100,new,C-C,1.5,Au100_acetic_acid.cif,,,,,
CH3O_Au100,CH3O,methoxy,Au,100,new,C-O,1.42,,,,,,
CH3OCH3_Au100,CH3OCH3,DME,Au,100,new,C-O,1.41,Au100_DME.cif,,,,,
CH3OH_Au100,CH3OH,methanol,Au,100,new,C-O,1.43,Au100_methanol.cif,,,,,
CH4_Au100,CH4,methane,Au,100,new,C-H,1.09,Au100_CH4.cif,,,,,
CO_Au100,CO,CO,Au,100,new,C-O,1.15,Au100_CO.cif,,,,,
CO2_Au100,CO2,CO2,Au,100,new,C-O,1.16,Au100_CO2.cif,,,,,
H_Au100,H,atomicH,Au,100,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Au100,H2CO,formaldehyde,Au,100,new,C-O,1.21,Au100_formaldehyde.cif,,,,,
H2O_Au100,H2O,water,Au,100,new,,,Au100_H2O.cif,,,,,
H2S_Au100,H2S,H2S,Au,100,new,S-H,1.34,Au100_H2S.cif,,,,,
HCN_Au100,HCN,HCN,Au,100,new,C-N,1.16,,,,,,
HCOOH_Au100,HCOOH,formic_acid,Au,100,new,,,Au100_formic_acid.cif,,,,,
N2_Au100,N2,N2,Au,100,new,N-N,1.1,Au100_N2.cif,,,,,
NH3_Au100,NH3,ammonia,Au,100,new,,,Au100_NH3.cif,,,,,
NO_Au100,NO,NO,Au,100,new,N-O,1.18,Au100_NO.cif,,,,,
O_Au100,O,atomicO,Au,100,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Au100,OH,hydroxyl,Au,100,new,O-H,0.97,,,,,,
SO2_Au100,SO2,SO2,Au,100,new,S-O,1.44,Au100_SO2.cif,,,,,
C2H2_Au110,C2H2,acetylene,Au,110,new,C-C,1.32,,,,,,
C2H4_Au110,C2H4,ethylene,Au,110,new,C-C,1.49,Au110_ethylene.cif,,,,,
C2H6_Au110,C2H6,ethane,Au,110,new,C-C,1.53,Au110_ethane.cif,,,,,
CH3_Au110,CH3,methyl,Au,110,new,C-H,1.09,Au110_CH3.cif,,,,,
CH3CH2OH_Au110,CH3CH2OH,ethanol,Au,110,new,C-O,1.43,Au110_ethanol.cif,,,,,
CH3CHO_Au110,CH3CHO,acetaldehyde,Au,110,new,C-O,1.22,Au110_acetaldehyde.cif,,,,,
CH3COOH_Au110,CH3COOH,acetic_acid,Au,110,new,C-C,1.5,Au110_acetic_acid.cif,,,,,
CH3O_Au110,CH3O,methoxy,Au,110,new,C-O,1.42,,,,,,
CH3OCH3_Au110,CH3OCH3,DME,Au,110,new,C-O,1.41,Au110_DME.cif,,,,,
CH3OH_Au110,CH3OH,methanol,Au,110,new,C-O,1.43,Au110_methanol.cif,,,,,
CH4_Au110,CH4,methane,Au,110,new,C-H,1.09,Au110_CH4.cif,,,,,
CO_Au110,CO,CO,Au,110,new,C-O,1.15,Au110_CO.cif,,,,,
CO2_Au110,CO2,CO2,Au,110,new,C-O,1.16,Au110_CO2.cif,,,,,
H_Au110,H,atomicH,Au,110,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Au110,H2CO,formaldehyde,Au,110,new,C-O,1.21,Au110_formaldehyde.cif,,,,,
H2O_Au110,H2O,water,Au,110,new,,,Au110_H2O.cif,,,,,
H2S_Au110,H2S,H2S,Au,110,new,S-H,1.34,Au110_H2S.cif,,,,,
HCN_Au110,HCN,HCN,Au,110,new,C-N,1.16,,,,,,
HCOOH_Au110,HCOOH,formic_acid,Au,110,new,,,Au110_formic_acid.cif,,,,,
N2_Au110,N2,N2,Au,110,new,N-N,1.1,Au110_N2.cif,,,,,
NH3_Au110,NH3,ammonia,Au,110,new,,,Au110_NH3.cif,,,,,
NO_Au110,NO,NO,Au,110,new,N-O,1.18,Au110_NO.cif,,,,,
O_Au110,O,atomicO,Au,110,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Au110,OH,hydroxyl,Au,110,new,O-H,0.97,,,,,,
SO2_Au110,SO2,SO2,Au,110,new,S-O,1.44,Au110_SO2.cif,,,,,
C2H2_Au111,C2H2,acetylene,Au,111,new,C-C,1.32,,,,,,
C2H4_Au111,C2H4,ethylene,Au,111,new,C-C,1.49,Au111_ethylene.cif,,,,,
C2H6_Au111,C2H6,ethane,Au,111,new,C-C,1.53,Au111_ethane.cif,,,,,
CH3_Au111,CH3,methyl,Au,111,new,C-H,1.09,Au111_CH3.cif,,,,,
CH3CH2OH_Au111,CH3CH2OH,ethanol,Au,111,new,C-O,1.43,Au111_ethanol.cif,,,,,
CH3CHO_Au111,CH3CHO,acetaldehyde,Au,111,new,C-O,1.22,Au111_acetaldehyde.cif,,,,,
CH3COOH_Au111,CH3COOH,acetic_acid,Au,111,new,C-C,1.5,Au111_acetic_acid.cif,,,,,
CH3O_Au111,CH3O,methoxy,Au,111,new,C-O,1.42,,,,,,
CH3OCH3_Au111,CH3OCH3,DME,Au,111,new,C-O,1.41,Au111_DME.cif,,,,,
CH3OH_Au111,CH3OH,methanol,Au,111,new,C-O,1.43,Au111_methanol.cif,,,,,
CH4_Au111,CH4,methane,Au,111,new,C-H,1.09,Au111_CH4.cif,,,,,
CO_Au111,CO,CO,Au,111,new,C-O,1.15,Au111_CO.cif,,,,,
CO2_Au111,CO2,CO2,Au,111,new,C-O,1.16,Au111_CO2.cif,,,,,
H_Au111,H,atomicH,Au,111,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Au111,H2CO,formaldehyde,Au,111,new,C-O,1.21,Au111_formaldehyde.cif,,,,,
H2O_Au111,H2O,water,Au,111,new,,,Au111_H2O.cif,,,,,
H2S_Au111,H2S,H2S,Au,111,new,S-H,1.34,Au111_H2S.cif,,,,,
HCN_Au111,HCN,HCN,Au,111,new,C-N,1.16,,,,,,
HCOOH_Au111,HCOOH,formic_acid,Au,111,new,,,Au111_formic_acid.cif,,,,,
N2_Au111,N2,N2,Au,111,new,N-N,1.1,Au111_N2.cif,,,,,
NH3_Au111,NH3,ammonia,Au,111,new,,,Au111_NH3.cif,,,,,
NO_Au111,NO,NO,Au,111,new,N-O,1.18,Au111_NO.cif,,,,,
O_Au111,O,atomicO,Au,111,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Au111,OH,hydroxyl,Au,111,new,O-H,0.97,,,,,,
SO2_Au111,SO2,SO2,Au,111,new,S-O,1.44,Au111_SO2.cif,,,,,
C2H2_Ir100,C2H2,acetylene,Ir,100,new,C-C,1.32,,,,,,
C2H4_Ir100,C2H4,ethylene,Ir,100,new,C-C,1.49,Ir100_ethylene.cif,,,,,
C2H6_Ir100,C2H6,ethane,Ir,100,new,C-C,1.53,Ir100_ethane.cif,,,,,
CH3_Ir100,CH3,methyl,Ir,100,new,C-H,1.09,Ir100_CH3_sevennet_omni.cif,,,,,
CH3CH2OH_Ir100,CH3CH2OH,ethanol,Ir,100,new,C-O,1.43,Ir100_ethanol.cif,,,,,
CH3CHO_Ir100,CH3CHO,acetaldehyde,Ir,100,new,C-O,1.22,Ir100_acetaldehyde.cif,,,,,
CH3COOH_Ir100,CH3COOH,acetic_acid,Ir,100,new,C-C,1.5,Ir100_acetic_acid.cif,,,,,
CH3O_Ir100,CH3O,methoxy,Ir,100,new,C-O,1.42,,,,,,
CH3OCH3_Ir100,CH3OCH3,DME,Ir,100,new,C-O,1.41,Ir100_DME.cif,,,,,
CH3OH_Ir100,CH3OH,methanol,Ir,100,new,C-O,1.43,Ir100_methanol.cif,,,,,
CH4_Ir100,CH4,methane,Ir,100,new,C-H,1.09,Ir100_CH4_sevennet_omni.cif,,,,,
CO_Ir100,CO,CO,Ir,100,new,C-O,1.15,Ir100_CO.cif,,,,,
CO2_Ir100,CO2,CO2,Ir,100,new,C-O,1.16,Ir100_CO2.cif,,,,,
H_Ir100,H,atomicH,Ir,100,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Ir100,H2CO,formaldehyde,Ir,100,new,C-O,1.21,Ir100_formaldehyde_sevennet_omni.cif,,,,,
H2O_Ir100,H2O,water,Ir,100,new,,,Ir100_H2O.cif,,,,,
H2S_Ir100,H2S,H2S,Ir,100,new,S-H,1.34,Ir100_H2S_sevennet_omni.cif,,,,,
HCN_Ir100,HCN,HCN,Ir,100,new,C-N,1.16,,,,,,
HCOOH_Ir100,HCOOH,formic_acid,Ir,100,new,,,Ir100_formic_acid.cif,,,,,
N2_Ir100,N2,N2,Ir,100,new,N-N,1.1,Ir100_N2_sevennet_omni.cif,,,,,
NH3_Ir100,NH3,ammonia,Ir,100,new,,,Ir100_NH3_sevennet_omni.cif,,,,,
NO_Ir100,NO,NO,Ir,100,new,N-O,1.18,Ir100_NO_sevennet_omni.cif,,,,,
O_Ir100,O,atomicO,Ir,100,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Ir100,OH,hydroxyl,Ir,100,new,O-H,0.97,,,,,,
SO2_Ir100,SO2,SO2,Ir,100,new,S-O,1.44,Ir100_SO2_sevennet_omni.cif,,,,,
C2H2_Ir110,C2H2,acetylene,Ir,110,new,C-C,1.32,,,,,,
C2H4_Ir110,C2H4,ethylene,Ir,110,new,C-C,1.49,Ir110_ethylene.cif,,,,,
C2H6_Ir110,C2H6,ethane,Ir,110,new,C-C,1.53,Ir110_ethane.cif,,,,,
CH3_Ir110,CH3,methyl,Ir,110,new,C-H,1.09,Ir110_CH3_sevennet_omni.cif,,,,,
CH3CH2OH_Ir110,CH3CH2OH,ethanol,Ir,110,new,C-O,1.43,Ir110_ethanol.cif,,,,,
CH3CHO_Ir110,CH3CHO,acetaldehyde,Ir,110,new,C-O,1.22,Ir110_acetaldehyde.cif,,,,,
CH3COOH_Ir110,CH3COOH,acetic_acid,Ir,110,new,C-C,1.5,Ir110_acetic_acid.cif,,,,,
CH3O_Ir110,CH3O,methoxy,Ir,110,new,C-O,1.42,,,,,,
CH3OCH3_Ir110,CH3OCH3,DME,Ir,110,new,C-O,1.41,Ir110_DME.cif,,,,,
CH3OH_Ir110,CH3OH,methanol,Ir,110,new,C-O,1.43,Ir110_methanol_sevennet_omni.cif,,,,,
CH4_Ir110,CH4,methane,Ir,110,new,C-H,1.09,Ir110_CH4_sevennet_omni.cif,,,,,
CO_Ir110,CO,CO,Ir,110,new,C-O,1.15,Ir110_CO.cif,,,,,
CO2_Ir110,CO2,CO2,Ir,110,new,C-O,1.16,Ir110_CO2.cif,,,,,
H_Ir110,H,atomicH,Ir,110,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Ir110,H2CO,formaldehyde,Ir,110,new,C-O,1.21,Ir110_formaldehyde_sevennet_omni.cif,,,,,
H2O_Ir110,H2O,water,Ir,110,new,,,Ir110_H2O.cif,,,,,
H2S_Ir110,H2S,H2S,Ir,110,new,S-H,1.34,Ir110_H2S_sevennet_omni.cif,,,,,
HCN_Ir110,HCN,HCN,Ir,110,new,C-N,1.16,,,,,,
HCOOH_Ir110,HCOOH,formic_acid,Ir,110,new,,,Ir110_formic_acid_sevennet_omni.cif,,,,,
N2_Ir110,N2,N2,Ir,110,new,N-N,1.1,Ir110_N2_sevennet_omni.cif,,,,,
NH3_Ir110,NH3,ammonia,Ir,110,new,,,Ir110_NH3_sevennet_omni.cif,,,,,
NO_Ir110,NO,NO,Ir,110,new,N-O,1.18,Ir110_NO_sevennet_omni.cif,,,,,
O_Ir110,O,atomicO,Ir,110,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Ir110,OH,hydroxyl,Ir,110,new,O-H,0.97,,,,,,
SO2_Ir110,SO2,SO2,Ir,110,new,S-O,1.44,Ir110_SO2_sevennet_omni.cif,,,,,
C2H2_Ir111,C2H2,acetylene,Ir,111,new,C-C,1.32,,,,,,
C2H4_Ir111,C2H4,ethylene,Ir,111,new,C-C,1.49,Ir111_ethylene_sevennet_omni.cif,,,,,
C2H6_Ir111,C2H6,ethane,Ir,111,new,C-C,1.53,Ir111_ethane_sevennet_omni.cif,,,,,
CH3_Ir111,CH3,methyl,Ir,111,new,C-H,1.09,Ir111_CH3_sevennet_omni.cif,,,,,
CH3CH2OH_Ir111,CH3CH2OH,ethanol,Ir,111,new,C-O,1.43,Ir111_ethanol_sevennet_omni.cif,,,,,
CH3CHO_Ir111,CH3CHO,acetaldehyde,Ir,111,new,C-O,1.22,Ir111_acetaldehyde_sevennet_omni.cif,,,,,
CH3COOH_Ir111,CH3COOH,acetic_acid,Ir,111,new,C-C,1.5,Ir111_acetic_acid_sevennet_omni.cif,,,,,
CH3O_Ir111,CH3O,methoxy,Ir,111,new,C-O,1.42,,,,,,
CH3OCH3_Ir111,CH3OCH3,DME,Ir,111,new,C-O,1.41,Ir111_DME_sevennet_omni.cif,,,,,
CH3OH_Ir111,CH3OH,methanol,Ir,111,new,C-O,1.43,Ir111_methanol_sevennet_omni.cif,,,,,
CH4_Ir111,CH4,methane,Ir,111,new,C-H,1.09,Ir111_CH4_sevennet_omni.cif,,,,,
CO_Ir111,CO,CO,Ir,111,new,C-O,1.15,Ir111_CO_sevennet_omni.cif,,,,,
CO2_Ir111,CO2,CO2,Ir,111,new,C-O,1.16,Ir111_CO2_sevennet_omni.cif,,,,,
H_Ir111,H,atomicH,Ir,111,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Ir111,H2CO,formaldehyde,Ir,111,new,C-O,1.21,Ir111_formaldehyde_sevennet_omni.cif,,,,,
H2O_Ir111,H2O,water,Ir,111,new,,,Ir111_H2O_sevennet_omni.cif,,,,,
H2S_Ir111,H2S,H2S,Ir,111,new,S-H,1.34,Ir111_H2S_sevennet_omni.cif,,,,,
HCN_Ir111,HCN,HCN,Ir,111,new,C-N,1.16,,,,,,
HCOOH_Ir111,HCOOH,formic_acid,Ir,111,new,,,Ir111_formic_acid_sevennet_omni.cif,,,,,
N2_Ir111,N2,N2,Ir,111,new,N-N,1.1,Ir111_N2_sevennet_omni.cif,,,,,
NH3_Ir111,NH3,ammonia,Ir,111,new,,,Ir111_NH3_sevennet_omni.cif,,,,,
NO_Ir111,NO,NO,Ir,111,new,N-O,1.18,Ir111_NO_sevennet_omni.cif,,,,,
O_Ir111,O,atomicO,Ir,111,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Ir111,OH,hydroxyl,Ir,111,new,O-H,0.97,,,,,,
SO2_Ir111,SO2,SO2,Ir,111,new,S-O,1.44,Ir111_SO2_sevennet_omni.cif,,,,,
C2H2_Rh100,C2H2,acetylene,Rh,100,new,C-C,1.32,,,,,,
C2H4_Rh100,C2H4,ethylene,Rh,100,new,C-C,1.49,Rh100_ethylene_sevennet_omni.cif,,,,,
C2H6_Rh100,C2H6,ethane,Rh,100,new,C-C,1.53,Rh100_ethane_sevennet_omni.cif,,,,,
CH3_Rh100,CH3,methyl,Rh,100,new,C-H,1.09,Rh100_CH3_sevennet_omni.cif,,,,,
CH3CH2OH_Rh100,CH3CH2OH,ethanol,Rh,100,new,C-O,1.43,Rh100_ethanol_sevennet_omni.cif,,,,,
CH3CHO_Rh100,CH3CHO,acetaldehyde,Rh,100,new,C-O,1.22,Rh100_acetaldehyde_sevennet_omni.cif,,,,,
CH3COOH_Rh100,CH3COOH,acetic_acid,Rh,100,new,C-C,1.5,Rh100_acetic_acid_sevennet_omni.cif,,,,,
CH3O_Rh100,CH3O,methoxy,Rh,100,new,C-O,1.42,,,,,,
CH3OCH3_Rh100,CH3OCH3,DME,Rh,100,new,C-O,1.41,Rh100_DME_sevennet_omni.cif,,,,,
CH3OH_Rh100,CH3OH,methanol,Rh,100,new,C-O,1.43,Rh100_methanol_sevennet_omni.cif,,,,,
CH4_Rh100,CH4,methane,Rh,100,new,C-H,1.09,Rh100_CH4_sevennet_omni.cif,,,,,
CO_Rh100,CO,CO,Rh,100,new,C-O,1.15,Rh100_CO_sevennet_omni.cif,,,,,
CO2_Rh100,CO2,CO2,Rh,100,new,C-O,1.16,Rh100_CO2_sevennet_omni.cif,,,,,
H_Rh100,H,atomicH,Rh,100,new,,,,,,,,no gallery atomic structure - generate adatom if needed
H2CO_Rh100,H2CO,formaldehyde,Rh,100,new,C-O,1.21,Rh100_formaldehyde_sevennet_omni.cif,,,,,
H2O_Rh100,H2O,water,Rh,100,new,,,Rh100_H2O_sevennet_omni.cif,,,,,
H2S_Rh100,H2S,H2S,Rh,100,new,S-H,1.34,Rh100_H2S_sevennet_omni.cif,,,,,
HCN_Rh100,HCN,HCN,Rh,100,new,C-N,1.16,,,,,,
HCOOH_Rh100,HCOOH,formic_acid,Rh,100,new,,,Rh100_formic_acid_sevennet_omni.cif,,,,,
N2_Rh100,N2,N2,Rh,100,new,N-N,1.1,Rh100_N2_sevennet_omni.cif,,,,,
NH3_Rh100,NH3,ammonia,Rh,100,new,,,Rh100_NH3_sevennet_omni.cif,,,,,
NO_Rh100,NO,NO,Rh,100,new,N-O,1.18,Rh100_NO_sevennet_omni.cif,,,,,
O_Rh100,O,atomicO,Rh,100,new,,,,,,,,no gallery atomic structure - generate adatom if needed
OH_Rh100,OH,hydroxyl,Rh,100,new,O-H,0.97,,,,,,
SO2_Rh100,SO2,SO2,Rh,100,new,S-O,1.44,Rh100_SO2_sevennet_omni.cif,,,,,
